ID,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Height,Body mass index,Absenteeism time in hours
18,10,5,5,3,330.0,16.0,4.0,28.0,237656.0,99.0,0,2,0.0,0,0,0.0,182.0,25.0,8.0
25,23,5,5,3,235.0,16.0,8.0,32.0,237656.0,99.0,0,3,0.0,0,0,0.0,178.0,25.0,2.0
15,28,5,5,3,291.0,31.0,12.0,40.0,237656.0,99.0,0,1,1.0,1,0,1.0,171.0,25.0,2.0
22,27,5,6,3,179.0,26.0,9.0,30.0,237656.0,99.0,0,3,0.0,0,0,0.0,171.0,19.0,2.0
10,7,5,2,3,361.0,52.0,3.0,28.0,237656.0,99.0,0,1,1.0,1,0,4.0,172.0,27.0,8.0
14,23,5,4,3,155.0,12.0,14.0,34.0,237656.0,99.0,0,1,2.0,1,0,0.0,196.0,25.0,2.0
17,25,5,6,3,179.0,22.0,17.0,40.0,237656.0,99.0,0,2,2.0,0,1,0.0,170.0,22.0,8.0
14,10,5,6,3,155.0,12.0,14.0,34.0,237656.0,99.0,0,1,2.0,1,0,0.0,196.0,25.0,8.0
28,11,5,2,3,225.0,26.0,9.0,28.0,237656.0,99.0,0,1,1.0,0,0,2.0,169.0,24.0,1.0
16,7,6,4,3,118.0,15.0,24.0,46.0,275089.0,96.0,0,1,2.0,1,1,0.0,175.0,25.0,8.0
22,27,6,4,3,179.0,26.0,9.0,30.0,275089.0,96.0,0,3,0.0,0,0,0.0,171.0,19.0,3.0
34,26,6,6,3,118.0,10.0,10.0,37.0,275089.0,96.0,0,1,0.0,0,0,0.0,172.0,28.0,8.0
34,10,6,4,3,118.0,10.0,10.0,37.0,275089.0,96.0,0,1,0.0,0,0,0.0,172.0,28.0,8.0
23,22,6,5,3,378.0,49.0,11.0,36.0,275089.0,96.0,0,1,2.0,0,1,4.0,174.0,21.0,8.0
36,19,6,5,3,118.0,13.0,18.0,50.0,275089.0,96.0,0,1,1.0,1,0,0.0,178.0,31.0,24.0
12,19,6,6,3,233.0,51.0,1.0,31.0,275089.0,96.0,0,2,1.0,1,0,8.0,178.0,21.0,8.0
22,27,6,6,3,179.0,26.0,9.0,30.0,275089.0,96.0,0,3,0.0,0,0,0.0,171.0,19.0,2.0
36,19,6,5,3,118.0,13.0,18.0,50.0,275089.0,96.0,0,1,1.0,1,0,0.0,178.0,31.0,3.0
22,13,6,5,3,179.0,26.0,9.0,30.0,275089.0,96.0,0,3,0.0,0,0,0.0,171.0,19.0,2.0
15,28,6,5,3,291.0,31.0,12.0,40.0,275089.0,96.0,0,1,1.0,1,0,1.0,171.0,25.0,2.0
22,13,6,2,1,179.0,26.0,9.0,30.0,275089.0,96.0,0,3,0.0,0,0,0.0,171.0,19.0,3.0
34,25,6,2,1,118.0,10.0,10.0,37.0,275089.0,96.0,0,1,0.0,0,0,0.0,172.0,28.0,3.0
12,22,6,5,1,233.0,51.0,1.0,31.0,275089.0,96.0,0,2,1.0,1,0,8.0,178.0,21.0,8.0
34,8,6,6,1,118.0,10.0,10.0,37.0,275089.0,96.0,0,1,0.0,0,0,0.0,172.0,28.0,2.0
34,10,6,4,1,118.0,10.0,10.0,37.0,275089.0,96.0,0,1,0.0,0,0,0.0,172.0,28.0,3.0
12,22,6,4,1,233.0,51.0,1.0,31.0,275089.0,96.0,0,2,1.0,1,0,8.0,178.0,21.0,3.0
5,26,7,4,1,235.0,20.0,13.0,43.0,264604.0,93.0,0,1,1.0,1,0,0.0,167.0,38.0,4.0
12,19,7,6,1,233.0,51.0,1.0,31.0,264604.0,93.0,0,2,1.0,1,0,8.0,178.0,21.0,2.0
9,6,7,2,1,228.0,14.0,16.0,58.0,264604.0,93.0,0,1,2.0,0,0,1.0,172.0,22.0,8.0
34,28,7,2,1,118.0,10.0,10.0,37.0,264604.0,93.0,0,1,0.0,0,0,0.0,172.0,28.0,4.0
9,6,7,3,1,228.0,14.0,16.0,58.0,264604.0,93.0,0,1,2.0,0,0,1.0,172.0,22.0,120.0
6,22,7,3,1,189.0,29.0,13.0,33.0,264604.0,93.0,0,1,2.0,0,0,2.0,167.0,25.0,16.0
34,23,7,4,1,118.0,10.0,10.0,37.0,264604.0,93.0,0,1,0.0,0,0,0.0,172.0,28.0,2.0
10,22,7,4,1,361.0,52.0,3.0,28.0,264604.0,93.0,0,1,1.0,1,0,4.0,172.0,27.0,8.0
28,22,7,4,1,225.0,26.0,9.0,28.0,264604.0,93.0,0,1,1.0,0,0,2.0,169.0,24.0,8.0
13,13,7,2,1,369.0,17.0,12.0,31.0,264604.0,93.0,0,1,3.0,1,0,0.0,169.0,25.0,80.0
11,14,7,3,1,289.0,36.0,13.0,33.0,264604.0,93.0,0,1,2.0,1,0,1.0,172.0,30.0,8.0
1,11,7,3,1,235.0,11.0,14.0,37.0,264604.0,93.0,0,3,1.0,0,0,1.0,172.0,29.0,4.0
